"ID","ClassName","Likelihood","Impact","LikelihoodPenalty","ImpactPenalty","RiskID","SecurityControlID","SecurityComponentID"
352,"NZTA\SDLT\Model\ControlWeightSet",2,0,0,0,9,50,38
353,"NZTA\SDLT\Model\ControlWeightSet",4,0,0,0,3,76,38
354,"NZTA\SDLT\Model\ControlWeightSet",4,0,0,0,8,76,38
355,"NZTA\SDLT\Model\ControlWeightSet",4,0,0,0,6,76,38
356,"NZTA\SDLT\Model\ControlWeightSet",4,0,0,0,9,76,38
357,"NZTA\SDLT\Model\ControlWeightSet",5,0,0,15,2,37,38
358,"NZTA\SDLT\Model\ControlWeightSet",1,0,0,0,3,37,38
359,"NZTA\SDLT\Model\ControlWeightSet",1,0,0,0,4,37,38
360,"NZTA\SDLT\Model\ControlWeightSet",2,0,0,0,2,42,38
361,"NZTA\SDLT\Model\ControlWeightSet",1,0,0,0,3,42,38
362,"NZTA\SDLT\Model\ControlWeightSet",2,0,0,0,3,41,38
363,"NZTA\SDLT\Model\ControlWeightSet",2,0,0,0,4,41,38
364,"NZTA\SDLT\Model\ControlWeightSet",1,0,0,0,2,66,38
365,"NZTA\SDLT\Model\ControlWeightSet",4,0,0,0,2,73,38
366,"NZTA\SDLT\Model\ControlWeightSet",4,0,0,0,4,73,38
367,"NZTA\SDLT\Model\ControlWeightSet",3,0,0,0,2,44,38
368,"NZTA\SDLT\Model\ControlWeightSet",3,0,0,0,3,44,38
369,"NZTA\SDLT\Model\ControlWeightSet",1,0,0,0,4,44,38
370,"NZTA\SDLT\Model\ControlWeightSet",1,0,0,0,6,44,38
371,"NZTA\SDLT\Model\ControlWeightSet",1,0,0,0,9,44,38
372,"NZTA\SDLT\Model\ControlWeightSet",2,0,0,0,2,53,38
373,"NZTA\SDLT\Model\ControlWeightSet",1,0,0,0,3,53,38
374,"NZTA\SDLT\Model\ControlWeightSet",3,0,0,0,8,53,38
375,"NZTA\SDLT\Model\ControlWeightSet",1,0,0,0,6,53,38
376,"NZTA\SDLT\Model\ControlWeightSet",1,0,0,0,9,53,38
377,"NZTA\SDLT\Model\ControlWeightSet",4,0,0,0,2,54,38
378,"NZTA\SDLT\Model\ControlWeightSet",4,0,0,0,3,54,38
379,"NZTA\SDLT\Model\ControlWeightSet",1,0,0,0,4,54,38
380,"NZTA\SDLT\Model\ControlWeightSet",3,0,0,0,8,54,38
381,"NZTA\SDLT\Model\ControlWeightSet",3,0,0,0,6,54,38
382,"NZTA\SDLT\Model\ControlWeightSet",3,0,0,0,9,54,38
383,"NZTA\SDLT\Model\ControlWeightSet",2,0,0,0,2,65,38
384,"NZTA\SDLT\Model\ControlWeightSet",2,0,0,0,3,65,38
385,"NZTA\SDLT\Model\ControlWeightSet",4,0,0,0,2,58,38
386,"NZTA\SDLT\Model\ControlWeightSet",4,0,0,0,3,58,38
387,"NZTA\SDLT\Model\ControlWeightSet",4,0,0,0,4,58,38
388,"NZTA\SDLT\Model\ControlWeightSet",5,0,0,0,8,58,38
389,"NZTA\SDLT\Model\ControlWeightSet",5,0,0,0,6,58,38
390,"NZTA\SDLT\Model\ControlWeightSet",5,0,0,0,9,58,38
391,"NZTA\SDLT\Model\ControlWeightSet",8,0,5,0,2,40,38
392,"NZTA\SDLT\Model\ControlWeightSet",6,0,0,0,3,40,38
393,"NZTA\SDLT\Model\ControlWeightSet",1,0,0,0,4,43,38
394,"NZTA\SDLT\Model\ControlWeightSet",3,0,0,0,8,43,38
395,"NZTA\SDLT\Model\ControlWeightSet",4,0,0,0,6,43,38
396,"NZTA\SDLT\Model\ControlWeightSet",4,0,0,0,9,43,38
397,"NZTA\SDLT\Model\ControlWeightSet",3,0,10,10,2,57,38
398,"NZTA\SDLT\Model\ControlWeightSet",2,0,0,0,3,57,38
399,"NZTA\SDLT\Model\ControlWeightSet",2,0,0,0,4,57,38
400,"NZTA\SDLT\Model\ControlWeightSet",3,0,0,0,8,57,38
401,"NZTA\SDLT\Model\ControlWeightSet",3,0,0,0,6,57,38
402,"NZTA\SDLT\Model\ControlWeightSet",3,0,0,0,9,57,38
403,"NZTA\SDLT\Model\ControlWeightSet",3,0,0,0,2,18,38
404,"NZTA\SDLT\Model\ControlWeightSet",3,0,0,0,2,63,38
405,"NZTA\SDLT\Model\ControlWeightSet",3,0,0,0,3,63,38
406,"NZTA\SDLT\Model\ControlWeightSet",3,0,0,0,8,63,38
407,"NZTA\SDLT\Model\ControlWeightSet",3,0,0,0,6,63,38
408,"NZTA\SDLT\Model\ControlWeightSet",3,0,0,0,9,63,38
409,"NZTA\SDLT\Model\ControlWeightSet",2,0,0,0,2,80,38
410,"NZTA\SDLT\Model\ControlWeightSet",2,0,0,0,3,80,38
411,"NZTA\SDLT\Model\ControlWeightSet",2,0,0,0,4,80,38
412,"NZTA\SDLT\Model\ControlWeightSet",5,0,5,5,2,61,38
413,"NZTA\SDLT\Model\ControlWeightSet",10,0,0,0,8,61,38
414,"NZTA\SDLT\Model\ControlWeightSet",5,0,0,0,6,61,38
415,"NZTA\SDLT\Model\ControlWeightSet",5,0,0,0,9,61,38
416,"NZTA\SDLT\Model\ControlWeightSet",6,0,0,0,2,47,38
417,"NZTA\SDLT\Model\ControlWeightSet",2,0,0,0,3,47,38
418,"NZTA\SDLT\Model\ControlWeightSet",3,0,0,0,8,47,38
419,"NZTA\SDLT\Model\ControlWeightSet",3,0,0,0,6,47,38
420,"NZTA\SDLT\Model\ControlWeightSet",3,0,0,0,9,47,38
421,"NZTA\SDLT\Model\ControlWeightSet",3,0,0,0,10,45,37
